ContractId,CustomerId,ComplaintId,ContractDescription,ContractAmount,CurrencyCode,ContractEffectiveDate,ContractEndDate,ContractTerm,SLASchemeId,CustomerSegment,,,
09-7487484,1708009,509653,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,950,INR,2022-01-31,2020-09-16,17 Months,#715683,Empty,,,
41-3567262,1331312,1843146,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,350,INR,2020-08-08,2020-08-18,0 Months,#e32d18,Empty,,,
68-8365912,1621486,1773768,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,650,INR,2022-08-23,2019-07-25,38 Months,#92e0ce,Empty,,,
78-4896822,1868234,536045,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,1500,INR,2020-12-02,2020-03-22,9 Months,#6f2526,Empty,,,
94-8707165,1358207,696581,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,1500,INR,2023-08-11,2021-12-06,20 Months,#9017e2,Empty,,,
07-8930514,1888759,2145833,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,350,INR,2023-10-13,2022-09-02,14 Months,#480c94,Empty,,,
06-7037169,1239673,2413477,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,1500,INR,2023-01-13,2022-01-22,12 Months,#082325,Empty,,,
68-6704184,1691986,2140702,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,350,INR,2023-07-03,2022-10-18,9 Months,#d65e05,Empty,,,
78-0948169,1298469,1752682,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,950,INR,2020-10-11,2020-05-18,5 Months,#60ac5c,Empty,,,
37-3481956,1197388,1837895,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,1500,INR,2022-12-09,2022-01-20,11 Months,#c51a45,Empty,,,
32-9456653,1721124,2048623,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,650,INR,2023-08-17,2021-02-01,31 Months,#3a2594,Empty,,,
13-9447187,1462018,1183948,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,650,INR,2022-09-23,2020-04-18,30 Months,#34990e,Empty,,,
30-7500210,1235848,820724,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,650,INR,2020-09-04,2019-08-31,12 Months,#27400b,Empty,,,
48-0754554,1714471,1543730,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,950,INR,2022-09-19,2020-02-04,32 Months,#31b582,Empty,,,
62-4202564,1425297,587589,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,650,INR,2022-06-11,2022-05-20,1 Months,#19bf53,Empty,,,
32-2856707,1325035,2201449,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,950,INR,2021-01-27,2019-08-23,17 Months,#502767,Empty,,,
87-5794846,1537731,757474,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,350,INR,2021-12-01,2022-07-18,8 Months,#59f895,Empty,,,
43-1802273,1175864,1946585,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,950,INR,2022-01-10,2020-02-07,23 Months,#9ad3e4,Empty,,,
66-3420854,1278263,1239223,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,350,INR,2021-05-12,2021-08-16,3 Months,#5e8b52,Empty,,,
52-1199561,1700305,548495,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,950,INR,2022-10-29,2022-05-21,5 Months,#b71c0b,Empty,,,
36-6239038,1730881,820292,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,1500,INR,2020-07-04,2020-04-06,3 Months,#ac9f71,Empty,,,
30-5186223,1687239,2379040,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,350,INR,2021-03-26,2022-01-02,9 Months,#255b73,Empty,,,
69-7044303,1291883,2206968,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,950,INR,2022-12-20,2021-02-08,23 Months,#8578fa,Empty,,,
87-0146396,1876616,2280821,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,350,INR,2022-09-29,2021-01-07,21 Months,#c3f1aa,Empty,,,
54-9263194,1888544,880335,ut at dolor quis odio consequat varius integer ac leo pellentesque,650,INR,2020-08-26,2021-11-01,14 Months,#39b77a,Empty,,,
72-3344587,1185509,653710,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,950,INR,2021-01-02,2020-11-29,1 Months,#b100aa,Empty,,,
84-6228645,1114818,1603029,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,1500,INR,2021-01-18,2021-05-01,3 Months,#fdd84c,Empty,,,
00-4691514,1410684,2168327,ligula sit amet eleifend pede libero quis orci nullam molestie nibh,650,INR,2023-07-16,2020-11-23,32 Months,#39a10f,Empty,,,
69-9768815,1129775,1198500,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,650,INR,2021-11-13,2021-07-05,4 Months,#5f32f1,Empty,,,
52-5216751,1113703,591948,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,350,INR,2021-10-07,2020-11-19,11 Months,#28bd07,Empty,,,
24-8918175,1458796,759395,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,1500,INR,2023-10-11,2022-02-06,20 Months,#0b2519,Empty,,,
34-0475060,1859102,95648,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,350,INR,2020-07-12,2019-12-22,7 Months,#738ee3,Empty,,,
59-3577069,1105364,2007296,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,650,INR,2022-02-08,2021-07-05,7 Months,#e939d3,Empty,,,
64-3202681,1552102,2203253,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,1500,INR,2023-02-28,2020-09-21,30 Months,#3af010,Empty,,,
23-2955172,1768642,2263435,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,650,INR,2020-10-02,2021-05-19,8 Months,#fc4b27,Empty,,,
34-8156358,1545112,2163847,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1500,INR,2022-05-04,2019-07-07,34 Months,#22f57b,Empty,,,
76-3913583,1617637,10001,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,650,INR,2023-01-12,2021-08-31,17 Months,#23c941,Empty,,,
74-6098613,1569484,1667710,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,350,INR,2020-12-29,2021-06-12,6 Months,#3ea747,Empty,,,
63-2001662,1372040,892123,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,1500,INR,2023-07-27,2022-08-13,12 Months,#fb3117,Empty,,,
37-3136461,1889303,2302332,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,950,INR,2021-05-19,2020-03-12,14 Months,#c5b163,Empty,,,
31-9518630,1414229,894049,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,350,INR,2022-05-30,2021-10-05,8 Months,#61f03c,Empty,,,
78-4825327,1251047,869836,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,950,INR,2021-08-14,2020-03-24,17 Months,#7729ad,Empty,,,
99-8856275,1755345,2364581,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,350,INR,2020-04-02,2021-01-13,10 Months,#ac0306,Empty,,,
70-3702685,1228039,2371656,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,950,INR,2023-06-01,2021-05-11,25 Months,#82ea1e,Empty,,,
65-0848149,1675569,364545,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,650,INR,2021-10-11,2022-09-25,12 Months,#0d5cb2,Empty,,,
38-1322909,1258889,2371577,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,650,INR,2020-06-28,2022-02-02,19 Months,#a09ba3,Empty,,,
33-8695477,1873693,1375858,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,350,INR,2023-07-22,2019-07-28,49 Months,#635527,Empty,,,
44-5175134,1513715,1384097,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,350,INR,2021-12-01,2022-02-02,2 Months,#ec96da,Empty,,,
25-8529665,1609859,1956815,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,650,INR,2021-10-22,2020-10-12,13 Months,#322a4d,Empty,,,
78-6926146,1867602,2371929,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,350,INR,2021-09-25,2021-04-14,5 Months,#4c86d4,Empty,,,
07-5066041,1631439,998345,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,950,INR,2021-08-27,2020-09-22,11 Months,#4cbb56,Empty,,,
68-4862448,1739359,1906823,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,650,INR,2022-07-02,2021-03-08,16 Months,#7e5a55,Empty,,,
33-7490956,1487299,1342251,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,1500,INR,2021-10-26,2020-04-22,18 Months,#fcf1b2,Empty,,,
01-3223781,1713111,2465562,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,1500,INR,2023-08-20,2020-07-28,37 Months,#6b8073,Empty,,,
66-2177449,1207751,1003742,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,350,INR,2023-06-26,2021-10-27,20 Months,#fb7185,Empty,,,
01-1229252,1848913,2147232,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,650,INR,2021-10-24,2021-03-31,7 Months,#d6e5c0,Empty,,,
24-7540710,1366939,186440,convallis duis consequat dui nec nisi volutpat eleifend donec ut,1500,INR,2022-03-04,2021-11-03,4 Months,#72fcfc,Empty,,,
14-8766752,1109861,647126,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,650,INR,2022-11-15,2019-07-18,41 Months,#cbb4de,Empty,,,
37-5074555,1662902,2335315,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,350,INR,2020-06-13,2020-06-04,0 Months,#dccb2e,Empty,,,
68-0685261,1434140,2363830,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,950,INR,2023-03-20,2020-12-05,28 Months,#b87cd4,Empty,,,
95-3897393,1310244,2443729,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,950,INR,2021-12-05,2020-10-14,14 Months,#1c7fe6,Empty,,,
64-7550525,1455390,398369,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,350,INR,2020-05-29,2020-03-12,3 Months,#7008d2,Empty,,,
61-8656137,1436351,952954,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,350,INR,2022-10-31,2019-04-26,43 Months,#b67d1d,Empty,,,
47-2887284,1771663,1556382,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,950,INR,2022-03-04,2020-07-11,20 Months,#9ae613,Empty,,,
27-3183158,1646485,2341616,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,350,INR,2023-07-10,2019-12-05,44 Months,#179ee2,Empty,,,
29-3821935,1113817,1032188,diam cras pellentesque volutpat dui maecenas tristique est et tempus,950,INR,2023-06-20,2020-06-20,37 Months,#dd7eb8,Empty,,,
63-5958915,1834364,2439723,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,650,INR,2023-10-08,2019-09-14,50 Months,#065098,Empty,,,
07-4664542,1170672,664509,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,950,INR,2022-07-06,2022-03-26,3 Months,#0f30b1,Empty,,,
41-0186080,1300764,296040,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,650,INR,2023-03-03,2022-06-02,9 Months,#6193c0,Empty,,,
67-7316037,1725992,229699,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,650,INR,2023-03-29,2022-09-01,7 Months,#6344b3,Empty,,,
69-2904890,1864186,598445,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,1500,INR,2022-01-12,2022-01-14,0 Months,#28566d,Empty,,,
64-1035727,1596340,809776,at dolor quis odio consequat varius integer ac leo pellentesque ultrices,950,INR,2020-07-21,2019-08-08,12 Months,#db0621,Empty,,,
13-5077562,1226103,358859,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,1500,INR,2023-08-16,2021-09-16,23 Months,#379a38,Empty,,,
72-3900703,1225173,2051339,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,950,INR,2022-11-18,2022-08-20,3 Months,#7c4a6f,Empty,,,
73-4997264,1632164,1960269,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,1500,INR,2020-09-10,2020-01-18,8 Months,#78a951,Empty,,,
03-6912176,1227188,1080360,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,350,INR,2021-07-01,2021-01-23,5 Months,#4cb143,Empty,,,
20-4970618,1529209,1137015,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,650,INR,2021-10-31,2021-11-15,1 Months,#4cf617,Empty,,,
04-8525426,1324304,2406619,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,1500,INR,2020-09-16,2021-12-28,16 Months,#98c5a8,Empty,,,
39-8405545,1331183,1844682,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,950,INR,2022-08-31,2021-08-29,12 Months,#30c52b,Empty,,,
21-9210828,1296225,714226,erat vestibulum sed magna at nunc commodo placerat praesent blandit,650,INR,2021-05-14,2020-11-29,6 Months,#7f5fff,Empty,,,
53-7433239,1527920,1154481,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,650,INR,2023-04-26,2022-02-23,14 Months,#df3401,Empty,,,
48-5326921,1319710,541252,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,950,INR,2022-09-15,2021-09-13,12 Months,#0383a4,Empty,,,
83-0082327,1649832,418456,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,1500,INR,2021-10-22,2022-07-22,9 Months,#0bfc8d,Empty,,,
35-5226010,1282362,2378707,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,350,INR,2023-02-24,2021-07-09,20 Months,#f68e02,Empty,,,
97-5861689,1148187,1813777,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,1500,INR,2021-02-13,2019-06-11,20 Months,#69670f,Empty,,,
47-8412212,1609255,1313845,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,1500,INR,2021-10-30,2022-10-13,12 Months,#3cdfbe,Empty,,,
37-6360491,1752833,763435,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,650,INR,2022-11-06,2019-06-27,41 Months,#71a469,Empty,,,
54-5787428,1865216,2196794,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,950,INR,2023-10-14,2020-09-27,37 Months,#825495,Empty,,,
28-3167505,1313830,2192671,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,350,INR,2023-04-14,2021-12-18,16 Months,#c9a640,Empty,,,
62-0712491,1731499,2447149,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,650,INR,2020-12-11,2022-06-22,19 Months,#91d291,Empty,,,
40-7926186,1209302,499231,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,350,INR,2021-10-28,2021-09-03,2 Months,#7bb8f3,Empty,,,
68-4171091,1714483,2417259,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,350,INR,2022-05-05,2021-01-13,16 Months,#1d6e87,Empty,,,
57-2118862,1237910,1091510,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,1500,INR,2023-01-02,2021-06-24,19 Months,#db0531,Empty,,,
63-0403027,1132898,585381,in felis donec semper sapien a libero nam dui proin leo odio porttitor,350,INR,2021-12-26,2022-09-12,9 Months,#48eaea,Empty,,,
09-5343194,1775542,223997,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,350,INR,2023-01-03,2020-08-28,29 Months,#38faa8,Empty,,,
87-8685615,1591350,236026,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,350,INR,2021-10-22,2021-10-30,0 Months,#b1fc06,Empty,,,
00-6029411,1398582,723580,ut blandit non interdum in ante vestibulum ante ipsum primis,650,INR,2021-09-16,2021-07-07,2 Months,#f0cf2b,Empty,,,
16-3382423,1596230,727108,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,950,INR,2020-10-12,2022-07-14,21 Months,#e8859d,Empty,,,
37-2283692,1785162,1344920,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,1500,INR,2023-07-18,2021-05-26,26 Months,#897fe5,Empty,,,
92-7372783,1157193,1284877,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,350,INR,2021-05-28,2020-09-13,9 Months,#f1acdb,Empty,,,
86-1318351,1192570,1674073,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,950,INR,2021-09-30,2022-09-05,11 Months,#302cbb,Empty,,,
10-2407870,1710864,1054091,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,650,INR,2020-10-02,2019-11-09,11 Months,#0f3ebf,Empty,,,
43-7131099,1566750,2322684,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,1500,INR,2023-01-14,2020-09-06,29 Months,#869295,Empty,,,
85-1770111,1902547,1997728,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,350,INR,2021-08-25,2019-11-15,22 Months,#b1ae12,Empty,,,
44-5584147,1759209,1618314,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,1500,INR,2021-04-06,2020-06-06,10 Months,#99a4d0,Empty,,,
73-3882217,1808244,1334793,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,1500,INR,2021-10-08,2021-01-09,9 Months,#17a89c,Empty,,,
39-5249059,1201646,469745,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,950,INR,2020-04-23,2022-07-10,27 Months,#bf97f9,Empty,,,
46-9758052,1607767,951729,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,350,INR,2023-08-26,2020-12-08,33 Months,#43ebfc,Empty,,,
49-9901420,1330120,39318,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,950,INR,2022-09-26,2019-08-29,37 Months,#21a84a,Empty,,,
30-6893852,1326318,1352624,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,1500,INR,2020-06-01,2019-07-03,11 Months,#437b59,Empty,,,
65-2655447,1374670,1590180,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,650,INR,2020-09-29,2021-08-28,11 Months,#7885d5,Empty,,,
61-7643799,1524976,1355961,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,650,INR,2021-11-19,2020-08-05,16 Months,#56d3ad,Empty,,,
64-3957432,1883700,1531429,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,1500,INR,2020-11-26,2022-09-07,22 Months,#b78c3d,Empty,,,
05-1478996,1269924,2415992,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,950,INR,2021-09-18,2021-10-14,1 Months,#d7669f,Empty,,,
88-7698825,1597065,664615,sed sagittis nam congue risus semper porta volutpat quam pede,650,INR,2022-07-30,2022-06-18,1 Months,#1a5b55,Empty,,,
97-5249372,1324619,2416676,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,350,INR,2022-08-24,2021-12-24,8 Months,#7030c4,Empty,,,
09-7384322,1215860,1049701,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,650,INR,2023-10-27,2022-07-08,16 Months,#c60539,Empty,,,
06-6742412,1425802,939929,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,1500,INR,2022-07-23,2022-04-12,3 Months,#987d3d,Empty,,,
99-6347062,1777992,135333,quis orci nullam molestie nibh in lectus pellentesque at nulla,650,INR,2020-05-19,2020-08-12,3 Months,#1e613e,Empty,,,
11-4986936,1881691,534792,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,650,INR,2020-10-17,2019-06-25,16 Months,#0ab0c2,Empty,,,
02-5957954,1378093,2234332,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,350,INR,2020-11-09,2019-06-10,17 Months,#8a977d,Empty,,,
71-5380381,1636229,1602246,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,350,INR,2020-12-10,2019-06-20,18 Months,#3846f6,Empty,,,
64-6122708,1578419,623656,vel nulla eget eros elementum pellentesque quisque porta volutpat erat,350,INR,2022-01-12,2019-08-12,29 Months,#4dbac1,Empty,,,
06-3467211,1860396,1653822,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,650,INR,2023-09-02,2020-01-12,44 Months,#8a5a8c,Empty,,,
44-0564902,1624943,1645029,a odio in hac habitasse platea dictumst maecenas ut massa quis augue,350,INR,2023-08-26,2020-04-18,41 Months,#c05f94,Empty,,,
12-3764668,1620731,1624354,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,350,INR,2023-01-05,2021-01-03,24 Months,#468831,Empty,,,
16-4695067,1562605,91921,mi sit amet lobortis sapien sapien non mi integer ac neque duis,1500,INR,2023-02-21,2021-12-19,14 Months,#294b3e,Empty,,,
22-4882931,1465475,401216,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,1500,INR,2022-02-21,2019-06-29,32 Months,#342405,Empty,,,
85-4908157,1321302,1735271,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,650,INR,2021-02-24,2021-06-03,3 Months,#a38445,Empty,,,
22-5047668,1396513,799324,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,650,INR,2023-07-14,2021-03-27,28 Months,#9bce7a,Empty,,,
16-5362478,1612911,1969357,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,650,INR,2021-01-09,2019-10-15,15 Months,#d16faf,Empty,,,
33-4811367,1714860,802417,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,650,INR,2022-04-18,2021-01-30,15 Months,#591784,Empty,,,
08-1797103,1566194,2165858,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,350,INR,2021-06-22,2019-08-19,22 Months,#ee37fe,Empty,,,
08-7842429,1851627,387338,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,950,INR,2022-09-23,2022-07-14,2 Months,#c609de,Empty,,,
06-4650069,1207853,804419,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,350,INR,2023-06-29,2020-07-20,36 Months,#8a43b7,Empty,,,
80-8539560,1891556,790878,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,1500,INR,2022-10-11,2021-08-07,14 Months,#8b4d05,Empty,,,
59-4690496,1295527,942168,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,950,INR,2020-09-11,2020-01-14,8 Months,#882891,Empty,,,
20-8279182,1184172,187619,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,350,INR,2023-08-19,2019-05-24,52 Months,#8cb355,Empty,,,
44-4962683,1121429,1829671,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,950,INR,2021-12-29,2019-11-11,26 Months,#ffc1b7,Empty,,,
95-7225414,1163715,1364459,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,650,INR,2020-09-20,2021-09-22,12 Months,#1b2caa,Empty,,,
92-0190536,1851827,1684909,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,950,INR,2022-02-28,2019-04-19,35 Months,#9e06ca,Empty,,,
61-9832790,1175107,1330467,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,950,INR,2021-02-13,2021-01-03,1 Months,#2204c5,Empty,,,
45-2683980,1262341,615484,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,650,INR,2020-12-04,2021-03-22,4 Months,#da7e4f,Empty,,,
78-0256816,1847909,1905512,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,650,INR,2021-10-17,2019-05-29,29 Months,#54a6de,Empty,,,
90-1263371,1627071,2397144,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,650,INR,2021-12-09,2019-07-12,29 Months,#22e28a,Empty,,,
63-9697349,1501276,2489752,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,650,INR,2020-06-20,2020-11-04,5 Months,#0c946e,Empty,,,
27-7973988,1300945,546544,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,650,INR,2022-02-14,2021-09-19,5 Months,#d6d7fb,Empty,,,
57-7059618,1467259,257869,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,650,INR,2021-02-22,2020-07-10,8 Months,#0324ff,Empty,,,
