PartnerId,CustomerId,AssetId,DeviceId,DeviceType,Platform,ContentType,PremiumContent
21-7054921,1344883,45-6424902,187.113.95.103/17,tv,hotstar,Crime|Horror|Mystery|Thriller,YES
39-2716268,1894721,79-1011774,12.172.245.176/11,mobile,sony liv,Horror|Thriller,NO
96-5157744,1839877,81-2150326,50.242.79.230/23,mobile,sony liv,Action|Adventure|Sci-Fi,NO
15-9765786,1792973,17-8789305,254.12.83.221/14,tab,hotstar,Documentary,YES
23-8386889,1604138,47-1689288,200.71.238.89/25,laptop,hotstar,Drama,YES
44-2137190,1165411,47-2960512,236.223.162.205/3,mobile,hotstar,Animation|Comedy|Fantasy,YES
22-9198942,1142707,34-6886670,78.37.16.73/12,mobile,hotstar,Action|Comedy|Thriller,YES
88-9982768,1511482,81-2216960,156.25.237.144/21,tv,sony liv,Comedy,NO
38-9193774,1506652,54-7296396,240.105.142.60/29,tv,sony liv,Comedy,NO
76-0958317,1690613,39-7622105,206.194.157.163/2,mobile,sony liv,Drama,NO
15-8293577,1341536,19-4630709,16.219.47.224/19,tab,sony liv,Thriller,NO
51-6052448,1181133,49-2129206,42.88.110.123/17,laptop,sony liv,Comedy|Drama|Musical,NO
24-3853270,1620525,16-5762305,254.34.132.62/10,laptop,hotstar,Comedy|Drama,YES
00-2502793,1316293,81-4151194,12.1.247.119/23,tv,hotstar,Drama,YES
93-6701325,1214474,15-5062039,106.131.161.91/13,mobile,sony liv,(no genres listed),NO
75-0816125,1656780,27-7652232,30.42.197.171/28,tv,sony liv,Comedy|Drama,NO
53-8061966,1620879,53-6474128,90.79.247.89/30,mobile,sony liv,Crime|Drama|Thriller,NO
68-6655983,1277992,71-6454549,15.27.141.230/24,mobile,sony liv,Documentary,NO
03-1773054,1718184,52-9814753,179.206.58.46/10,mobile,sony liv,Drama,NO
70-8549251,1875017,95-3062000,181.149.44.79/4,laptop,sony liv,Comedy|Western,NO
54-7658536,1348796,19-1068912,101.254.183.95/7,laptop,hotstar,Thriller|Western,YES
91-0470366,1853451,39-1994663,12.75.246.7/9,tv,hotstar,Drama,YES
99-8604158,1561011,64-9028740,155.229.73.113/9,tv,hotstar,Horror|Mystery|Thriller,YES
69-0296942,1461746,80-7811403,242.141.64.228/23,tv,sony liv,Comedy,NO
17-7812266,1708241,69-2273303,108.8.218.243/21,mobile,hotstar,Action|Horror|Sci-Fi,YES
23-4527144,1697111,17-6851418,74.109.192.74/2,tv,hotstar,Drama|Romance|War,YES
15-2881526,1629759,03-4712618,28.250.162.154/15,tv,sony liv,Comedy,NO
52-2186935,1797093,72-4027056,23.110.226.15/9,tv,hotstar,Documentary,YES
22-4194755,1484251,25-0046378,58.82.76.251/12,tv,sony liv,Children|Drama,NO
16-3120719,1224220,66-7913049,225.73.59.226/10,laptop,hotstar,Comedy,YES
08-2025095,1631343,53-4202133,53.94.39.117/26,tv,hotstar,Comedy,YES
78-9433858,1379089,05-6877480,182.245.160.65/30,tv,hotstar,Comedy,YES
26-0336583,1566487,23-4306468,28.248.70.157/20,tv,sony liv,Documentary,NO
18-5800552,1324370,75-7825078,190.63.216.138/7,tv,sony liv,Comedy,NO
09-7254395,1597372,82-8422964,18.86.165.182/20,tv,sony liv,Action|Crime|Drama|Thriller,NO
09-9365641,1230532,23-3663943,240.29.237.97/21,mobile,hotstar,Comedy,YES
88-0009902,1277957,40-9320198,57.4.60.1/26,tab,hotstar,Adventure|Fantasy|Romance|Sci-Fi|Thriller,YES
93-3369680,1233898,51-7585301,161.244.201.196/1,tab,sony liv,Comedy|Drama,NO
43-9087667,1903505,48-5858060,211.217.48.43/5,tv,hotstar,Comedy,YES
85-5206897,1838598,81-6272977,129.35.129.117/7,tv,hotstar,Adventure|Comedy|Musical,YES
94-6460725,1420837,18-4641249,150.228.200.98/17,tv,sony liv,Action,NO
96-5100004,1106411,13-8909923,115.123.147.31/1,tab,sony liv,Drama,NO
66-5819938,1855489,23-7034961,128.194.107.65/2,mobile,sony liv,Drama,NO
28-8719683,1830446,18-6769412,42.33.196.37/26,laptop,sony liv,Horror,NO
87-3014539,1441977,16-1506502,244.183.213.169/20,tv,sony liv,Adventure|Animation|Children|Comedy|Fantasy,NO
50-0511486,1856513,23-6182718,120.134.52.201/29,mobile,hotstar,Drama,YES
42-9118245,1406906,13-5632656,189.110.238.161/18,tv,sony liv,Comedy|Romance,NO
74-2736736,1484297,82-4304664,189.197.38.241/20,laptop,sony liv,Action|Horror|Sci-Fi,NO
52-0466048,1740610,61-2211985,88.32.120.226/7,tv,sony liv,Comedy|Drama,NO
74-4739955,1297322,52-1518552,43.125.23.191/9,tv,sony liv,Adventure|Drama,NO
98-3642209,1794786,00-9111877,138.149.212.87/8,tv,hotstar,Comedy,YES
16-6034675,1843702,32-2628441,172.166.24.148/14,mobile,sony liv,Romance,NO
25-7984213,1853266,44-6668313,63.209.136.230/28,mobile,hotstar,Drama,YES
32-8804618,1584434,50-9786473,192.191.232.5/27,tv,hotstar,Action,YES
88-2959536,1622389,48-0782882,137.75.78.11/2,mobile,hotstar,Drama|Thriller,YES
76-5912755,1601048,31-3410514,114.50.96.95/17,tv,sony liv,Drama,NO
94-1785779,1210748,69-4254428,147.117.101.233/22,mobile,sony liv,Documentary,NO
05-1293562,1584674,23-1679898,114.27.97.133/4,tv,sony liv,Comedy|Romance|Sci-Fi,NO
43-5859012,1773509,78-1070784,219.221.86.25/15,tab,sony liv,Comedy|Drama|Romance,NO
69-9273713,1315873,95-9433557,21.255.142.2/5,tv,sony liv,Drama,NO
01-8500183,1659170,28-0281290,55.157.144.22/12,tv,sony liv,Action|Comedy|Crime,NO
60-5649450,1161027,89-7037850,62.16.182.223/2,tv,hotstar,Documentary,YES
20-6125459,1666331,47-8553527,230.176.253.166/16,tv,hotstar,Drama|Romance,YES
89-1641234,1853070,73-7396915,221.249.245.226/28,mobile,sony liv,Comedy|Romance,NO
31-4110895,1355404,47-6526334,150.167.190.55/10,tab,sony liv,Comedy|Musical|Romance,NO
07-5406577,1655259,51-4506816,144.255.31.176/5,mobile,sony liv,Horror,NO
07-5396815,1662480,99-7496253,213.223.51.244/13,tv,sony liv,Comedy,NO
80-9245798,1637827,18-2616297,8.216.224.43/29,tv,hotstar,Drama|Thriller,YES
34-9294179,1107910,93-0360632,116.112.168.19/25,tab,sony liv,Animation|Comedy|Sci-Fi,NO
06-7372619,1286651,46-3922524,91.152.189.13/10,laptop,hotstar,Comedy|Drama,YES
61-4233749,1386565,67-4764462,124.185.41.198/16,mobile,hotstar,Horror|Thriller,YES
39-4627310,1782237,25-7319279,169.192.21.205/12,tv,sony liv,Film-Noir|Mystery|Romance|Thriller,NO
72-3717373,1755205,12-3047446,54.62.207.146/15,tv,sony liv,Children|Drama,NO
67-6399213,1570934,68-1891854,178.243.245.242/29,mobile,hotstar,Crime|Drama|Thriller,YES
23-1685719,1825579,07-6877362,156.0.154.117/12,tv,hotstar,Drama,YES
71-6547820,1705740,32-9177645,97.132.74.42/15,mobile,hotstar,Horror,YES
71-2835293,1466304,64-6383491,219.113.210.3/21,mobile,hotstar,Horror,YES
43-9672100,1880388,74-3908653,63.35.189.58/8,mobile,hotstar,Comedy,YES
49-8814495,1782965,22-3379221,249.214.0.208/22,tab,hotstar,Drama|Sci-Fi,YES
58-1387985,1775563,56-1739583,201.213.219.180/21,tv,hotstar,Comedy|Drama|Romance,YES
49-0213545,1355517,13-9308000,229.38.230.205/17,tv,hotstar,Drama,YES
46-7476491,1490831,11-9390601,111.186.74.182/20,tab,sony liv,Comedy|Western,NO
49-9430666,1902571,07-2129529,125.2.216.251/23,mobile,sony liv,Children|Drama,NO
94-9444999,1555553,39-7294398,15.177.245.220/9,mobile,hotstar,Drama,YES
99-3529065,1633096,71-1541850,74.108.160.4/27,tv,sony liv,Comedy,NO
22-5090956,1866309,24-4478656,250.45.72.8/5,tv,hotstar,Comedy,YES
43-5103041,1354034,16-5924689,45.242.243.50/24,tv,sony liv,Comedy,NO
69-5842091,1365267,69-4215577,202.123.250.244/22,tv,hotstar,Drama,YES
38-6183616,1237705,55-5391711,6.246.29.254/24,tv,hotstar,Adventure|Drama,YES
80-6074098,1609685,04-6340202,117.98.68.97/31,tab,sony liv,Action|Crime|Drama|Thriller,NO
98-6382911,1615010,95-3965075,174.169.81.124/27,tv,hotstar,Drama|Horror|Thriller,YES
18-4935766,1880194,25-6519652,245.6.181.26/5,mobile,sony liv,Documentary,NO
91-5944381,1114064,21-4329519,178.175.76.54/3,laptop,hotstar,Comedy|Drama,YES
58-8846802,1758046,98-4198582,241.62.56.164/12,tv,hotstar,Action,YES
96-8330948,1824545,78-5060022,29.236.43.68/5,tv,sony liv,Drama|War,NO
79-0173910,1660770,24-4761677,129.225.22.254/10,tab,sony liv,Comedy,NO
