UserId,EventType,SessionStart,Timezone,Subscribed,Platform,PartnerId,ApplicationVersion,Location,Hardware,OperatingSystem,PremiumContentType,NetworkType,ConnectionSpeed,VideoType,PlayerName,PlayerVersion,ContentFormat,DRM,CDN,DeliveryProtocol,Playing_rate,StartingBitrate,Video_resolution,Start_position,End_position,DeviceId,Video_position,Duration
hjones,pause,2021-03-29 03:49:41,Europe/Lisbon,FALSE,iOS,hotstar,6.4,Kapurthala,Apple TV,iOS,No,DSL,37.73562565,Movie,,,DASH,Widevine,Akamai,Cloudfront,,6.8,2K,00:05,02:28,823rk-l55k7-3H4wX-Cs5wI,01:45,6000
nancy46,skip,2021-02-23 11:24:17,Europe/Warsaw,FALSE,FireTV,hotstar,6.9,Tezpur,FireTV,Android,No,DSL,24.29870412,Movie,,,DASH,PlayReady,Cloudfront,Akamai,,5.5,720p,00:42,02:39,221Wt-M88T7-4V0hX-jq5dg,02:14,5547
michaelhicks,play,2021-08-02 09:18:36,America/Yakutat,FALSE,Browser,sonyliv,6.1,Vasco Da Gama,PC/Laptop,Windows,Yes,Mobile,70.25755198,Series,,,DASH,Widevine,Cloudfront,Akamai,,9.8,480p,00:08,00:20,645BT-G14l3-6W0AD-ej8Sa,00:11,184
jacquelineyoung,play,2021-06-23 11:40:14,America/Montevideo,FALSE,FireTV,hotstar,1.4,Jorhat,FireTV,Android,No,DSL,61.54751153,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,7.2,480p,00:51,02:43,926VM-V84B7-6r7au-RH4xy,02:13,4955
wattsricardo,skip,2021-09-11 02:53:10,America/Asuncion,FALSE,Android,hotstar,1.1,Arrah,Android TV,Android,Yes,DSL,44.13921635,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.1,480p,01:02,02:17,997JD-Y37U2-9B5dn-YM4IY,01:33,1853
rmclean,play,2021-05-15 12:32:25,Europe/Andorra,FALSE,FireTV,sonyliv,3.7,Kishanganj[32],FireTV,Android,Yes,Mobile,6.900261188,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,8.4,720p,00:02,01:15,856Hc-Q72g1-8g4Yw-Dg8mI,00:17,932
bsaunders,stop,2021-05-27 16:16:53,Pacific/Galapagos,TRUE,Browser,hotstar,4.4,Etawah,PC/Laptop,Linux/Unix,No,DSL,59.61030773,Series,,,DASH,Widevine,Akamai,Akamai,,9,480p,00:02,00:44,014Pi-O36O2-0o5Po-JF6SK,00:03,59
ryan73,skip,2021-03-29 07:18:12,Africa/Sao_Tome,FALSE,FireTV,sonyliv,2.2,Dharmavaram,FireTV,Android,Yes,Mobile,19.50098265,Series,,,HLS,PlayReady,Cloudfront,Cloudfront,,7,480p,00:35,00:47,396NS-o63J8-5h8aH-rq3Jv,00:46,682
albertfriedman,skip,2021-04-01 13:31:38,Europe/Prague,TRUE,iOS,hotstar,3,Gulbarga,iPad,iOS,Yes,DSL,81.08805598,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,7.1,720p,00:08,01:18,055vj-N20O7-4a4LU-vG9Ax,00:47,2323
davidkane,stop,2021-08-18 02:00:01,America/Nassau,TRUE,Browser,hotstar,2.8,Silchar,PC/Laptop,Windows,Yes,DSL,27.54137654,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,8.9,1080p,01:07,01:25,366ZN-g64N4-8n2Bf-Ep6qa,01:23,919
brownstacy,pause,2021-05-13 22:44:54,Asia/Katmandu,FALSE,iOS,hotstar,3.1,Sasaram[28],iPhone,iOS,Yes,DSL,78.18869422,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,9.9,480p,00:22,01:00,183fO-y26l8-4d3OO-Ip6Nw,00:24,101
uhill,skip,2021-08-05 12:16:19,Europe/Sarajevo,FALSE,FireTV,sonyliv,4.1,Shimla,FireTV,Android,No,Mobile,60.95311347,Series,,,HLS,PlayReady,Akamai,Akamai,,9.3,480p,00:30,00:38,694Mp-K67P1-6c0QW-WD3FL,00:35,282
jeandyer,play,2021-05-12 20:03:32,Europe/Vilnius,TRUE,FireTV,hotstar,1.5,Burhanpur,FireTV,Android,No,DSL,8.576936542,Series,,,HLS,Widevine,Akamai,Cloudfront,,7.1,480p,00:00,00:26,209vr-s11p3-2I5UF-Pv1eI,00:08,520
qmccall,play,2021-09-11 02:43:36,Africa/Brazzaville,FALSE,FireTV,hotstar,5.9,Siliguri,FireTV,Android,No,Mobile,5.022387107,Series,,,DASH,Widevine,Akamai,Akamai,,8.3,720p,00:09,00:35,821in-P92n5-2N5Sg-xB4Cd,00:13,187
robin12,stop,2021-09-10 03:30:20,Asia/Dili,FALSE,iOS,hotstar,6.4,Bardhaman,iPad,iOS,No,DSL,9.061930219,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,8.4,480p,00:52,01:14,078Lk-P51n2-3E1Cc-DF2su,01:01,522
byrdmichael,pause,2021-03-11 11:03:49,Asia/Kabul,FALSE,Android,sonyliv,6.4,Bardhaman,Android Phone,Android,No,Mobile,71.42569711,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,8.1,480p,01:02,01:22,905bT-l58o5-9z5ek-yw7Bw,01:18,980
phamgary,pause,2021-05-20 23:15:22,America/Caracas,TRUE,iOS,sonyliv,4.2,Navi Mumbai,Apple TV,iOS,No,DSL,0.6490322163,Series,,,DASH,PlayReady,Cloudfront,Akamai,,6.2,480p,00:42,00:51,659Zd-M91d4-4r8Nx-vh6fP,00:44,142
grogers,pause,2021-02-09 01:28:17,Africa/Lusaka,FALSE,iOS,hotstar,3,Haldia,iPad,iOS,No,Mobile,10.18026641,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,5.9,1080p,02:15,02:46,942pl-h63L1-7M3Jd-nk1hu,02:32,1006
philipjimenez,play,2021-03-23 23:54:59,Europe/Belgrade,FALSE,FireTV,sonyliv,5.5,Chandrapur,FireTV,Android,Yes,Mobile,36.42462557,Series,,,HLS,PlayReady,Cloudfront,Cloudfront,,8.3,2K,00:45,00:50,245XJ-C37d8-3s2Sz-GP3jC,00:46,41
ryanhayes,stop,2021-07-04 08:51:41,Africa/Kampala,FALSE,Android,sonyliv,1.7,Sangli-Miraj & Kupwad,Android Phone,Android,Yes,DSL,25.12201151,Series,,,HLS,Widevine,Akamai,Cloudfront,,9.8,480p,00:21,00:28,440QF-l09V9-5q1tj-QK2kf,00:22,40
hernandeztodd,stop,2021-04-12 02:33:38,Europe/Berlin,TRUE,Browser,hotstar,4.2,Hisar,PC/Laptop,MacOS,No,Mobile,46.35148844,Series,,,HLS,Widevine,Akamai,Akamai,,6.2,480p,00:21,00:35,228yA-W37e3-7E1tZ-Vv7Zp,00:27,368
patriciadorsey,play,2021-03-23 07:15:53,America/Managua,TRUE,Browser,sonyliv,2.9,Panvel,PC/Laptop,Linux/Unix,Yes,Mobile,18.63876646,Documentary,,,HLS,Widevine,Akamai,Akamai,,6.5,480p,00:52,01:27,120bw-y19D9-9M2yq-WL5sZ,01:03,682
elizabethcompton,pause,2021-04-27 04:36:47,America/Paramaribo,TRUE,FireTV,sonyliv,5.6,Delhi,FireTV,Android,No,Mobile,68.10619915,Documentary,,,HLS,PlayReady,Akamai,Akamai,,9.6,720p,00:39,01:16,782Nb-e48R3-9S4xB-LB3nC,01:00,1254
thomasvargas,pause,2021-02-12 10:27:36,Asia/Makassar,TRUE,Android,hotstar,2.8,Gandhidham,Android Phone,Android,Yes,DSL,25.05932132,Series,,,HLS,PlayReady,Akamai,Akamai,,7.5,720p,00:32,00:52,585Mm-O49R0-5R1FT-Cq6nA,00:40,482
christianpitts,pause,2021-10-17 12:47:16,Atlantic/Azores,FALSE,FireTV,hotstar,2.7,Suryapet,FireTV,Android,No,Mobile,57.7976383,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,6.1,720p,02:12,02:39,388Ff-w22k7-2R3Yj-lB7HQ,02:21,581
ugriffin,pause,2021-09-22 23:52:57,Africa/Mogadishu,TRUE,FireTV,hotstar,5,Panchkula,FireTV,Android,No,Mobile,97.214402,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,7.5,720p,00:48,01:24,644tZ-Q11O6-7o1ls-oU3Ir,01:01,776
kennethchen,pause,2021-02-11 04:05:39,Indian/Maldives,TRUE,Browser,sonyliv,4.6,Jodhpur,PC/Laptop,MacOS,No,Mobile,89.20821676,Movie,,,DASH,Widevine,Cloudfront,Akamai,,6.8,480p,00:19,02:27,879ri-f22j7-3G7tk-jN7sh,01:33,4437
nicholassmith,play,2021-09-22 16:32:55,Europe/Rome,TRUE,Android,sonyliv,3,Tiruvottiyur,Android Phone,Android,No,Mobile,30.09480638,Series,,,DASH,Widevine,Akamai,Akamai,,9.6,480p,00:00,00:56,592pl-m07h5-7L1Df-Ko4Gf,00:10,566
mary39,play,2021-07-20 07:56:06,Asia/Phnom_Penh,TRUE,FireTV,sonyliv,4.2,Tiruchirappalli[10],FireTV,Android,No,Mobile,5.361584608,Movie,,,HLS,Widevine,Cloudfront,Akamai,,6.8,480p,02:52,03:08,850zI-b67L4-7j3Bx-jo2sx,02:58,381
yweaver,play,2021-08-07 01:06:29,Africa/Blantyre,TRUE,Browser,hotstar,4.7,Vasco Da Gama,PC/Laptop,Linux/Unix,No,Mobile,28.3866567,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,6.2,480p,00:02,01:14,563sG-u22C6-7w8qc-En8kA,00:15,734
abond,play,2021-10-12 23:10:10,America/Bogota,TRUE,Browser,hotstar,6.7,Tumkur,PC/Laptop,Windows,No,DSL,9.589888658,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,8.8,480p,01:13,02:10,551tk-x04m2-9s9Ax-iQ5RV,02:09,3382
qdouglas,play,2021-03-01 08:15:18,Europe/Belgrade,FALSE,iOS,sonyliv,2.7,Raiganj,iPhone,iOS,Yes,DSL,87.80277204,Series,,,HLS,PlayReady,Akamai,Cloudfront,,9.8,2K,00:02,00:55,599tw-W94U8-1F0pU-kn4lC,00:40,2286
sharonsmith,pause,2021-04-26 22:51:19,Africa/Maseru,FALSE,Browser,sonyliv,1.9,Jamalpur[33],PC/Laptop,MacOS,No,Mobile,2.928621651,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,8.6,720p,00:33,01:09,961Qd-n09m1-4K1FU-mu6By,00:34,44
emmaramos,skip,2021-01-05 05:25:41,Africa/Kampala,TRUE,iOS,sonyliv,2.4,Surendranagar Dudhrej,iPhone,iOS,No,Mobile,89.99898007,Documentary,,,HLS,PlayReady,Cloudfront,Cloudfront,,5,1080p,01:20,01:28,756SY-B34J6-7I1Rh-dI4ZE,01:27,448
zhanson,stop,2021-04-30 11:02:34,America/Santo_Domingo,FALSE,Browser,hotstar,6.4,Rajkot,PC/Laptop,Linux/Unix,Yes,Mobile,93.62377168,Series,,,DASH,Widevine,Akamai,Akamai,,5,480p,00:11,00:34,495dG-t46w2-5y4nF-Ic4BQ,00:33,1327
adamsmatthew,stop,2021-07-30 16:50:42,Europe/Belgrade,TRUE,Browser,sonyliv,1.8,Budaun,PC/Laptop,Windows,Yes,Mobile,43.27650075,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,6.5,480p,00:51,01:08,084sk-N77g8-4O6Bz-UI5RB,01:04,770
mcdowellanna,skip,2021-05-23 00:12:48,Europe/Paris,FALSE,Android,hotstar,5.4,Pallavaram,Android Phone,Android,No,Mobile,46.6502791,Documentary,,,DASH,Widevine,Akamai,Akamai,,9.3,1080p,01:10,01:22,429UY-j13o4-4l5Xx-rR6yG,01:13,187
paigeklein,pause,2021-05-24 22:17:10,Europe/Copenhagen,FALSE,Android,hotstar,3,Pathankot,Android Phone,Android,No,Mobile,17.16307828,Movie,,,DASH,Widevine,Cloudfront,Akamai,,6.5,480p,00:27,03:12,137tG-P37x4-6a7Jh-iO1zI,02:44,8253
whester,pause,2021-04-05 22:59:41,Pacific/Nauru,TRUE,FireTV,sonyliv,5.9,Ludhiana,FireTV,Android,Yes,Mobile,39.39451118,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,9.6,480p,01:04,01:15,930OV-B18c2-2j6PO-ax8xv,01:06,122
jenniferbooth,play,2021-08-03 09:29:02,Asia/Bishkek,TRUE,FireTV,hotstar,2.4,Ratlam,FireTV,Android,No,DSL,71.93244896,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,5.1,480p,00:26,00:51,931jq-h38r3-1b3Ke-zJ1JW,00:45,1146
gutierrezdonna,stop,2021-06-17 03:18:04,Africa/Libreville,TRUE,Browser,hotstar,6.4,Panipat,PC/Laptop,Windows,Yes,Mobile,95.34425577,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,6.4,720p,00:30,02:23,362VE-j80p9-4G8kh-lr8DI,01:30,3614
robinsoncameron,pause,2021-06-26 14:02:10,America/Nassau,TRUE,Browser,sonyliv,6.7,Silchar,PC/Laptop,Linux/Unix,No,Mobile,71.9253144,Documentary,,,HLS,PlayReady,Akamai,Akamai,,6,720p,00:53,01:15,550TS-q34P4-8n5yR-oH1tD,01:01,483
jenniferstafford,play,2021-01-02 00:47:47,America/St_Lucia,TRUE,FireTV,hotstar,1.1,Malerkotla,FireTV,Android,No,Mobile,28.2946003,Movie,,,HLS,Widevine,Akamai,Akamai,,9.5,480p,02:21,02:59,466Sj-S05h5-3x7lU-sP2lM,02:55,2045
hfrank,play,2021-10-13 16:51:18,America/Lima,FALSE,FireTV,sonyliv,3.7,Mohali,FireTV,Android,Yes,DSL,74.48687462,Movie,,,HLS,Widevine,Akamai,Cloudfront,,7.2,2K,01:19,02:36,033Bc-s56k7-5T0Ny-JV6oE,01:36,985
margaret15,pause,2021-01-20 02:12:20,Africa/Mogadishu,TRUE,Browser,sonyliv,1.1,Bellary,PC/Laptop,MacOS,Yes,Mobile,20.28342254,Movie,,,HLS,PlayReady,Akamai,Akamai,,7.8,480p,00:42,03:08,662tz-r43b2-6f0ZM-LD7jL,01:01,1138
wilsonjoseph,skip,2021-07-27 19:07:11,Indian/Mahe,FALSE,Android,hotstar,4.2,Rampur,Android Phone,Android,Yes,DSL,54.26521452,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,7.7,480p,01:04,01:06,217cz-s07J9-4g9ik-or9Ge,01:05,30
robert47,skip,2021-09-01 13:18:12,Africa/Kampala,TRUE,Browser,hotstar,5.4,Nagaon,PC/Laptop,MacOS,No,DSL,64.52388642,Movie,,,HLS,Widevine,Akamai,Akamai,,5.5,480p,00:43,02:21,711vz-r59a7-2Z2WD-Xy5AT,01:47,3846
alison85,pause,2021-04-25 09:09:58,Africa/Monrovia,TRUE,iOS,hotstar,4.4,Hazaribagh,iPhone,iOS,No,DSL,50.12484917,Movie,,,DASH,PlayReady,Cloudfront,Akamai,,7.2,720p,00:40,02:53,005no-t63w6-8x7WM-SO1lC,00:59,1125
coopermadison,play,2021-02-13 08:52:58,Asia/Taipei,FALSE,Android,hotstar,4.1,Gandhinagar,Android TV,Android,No,DSL,0.9390843168,Documentary,,,DASH,Widevine,Akamai,Akamai,,9.3,720p,01:01,01:12,241WI-Z80w0-4l0xT-MD4Oo,01:07,355
paigeklein,skip,2021-01-28 20:01:37,Africa/Djibouti,FALSE,Browser,sonyliv,5.5,Gulbarga,PC/Laptop,Linux/Unix,No,Mobile,40.68817227,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,8.9,480p,01:26,02:06,705Dv-H43W3-8a3BB-wr3bZ,01:54,1710
qprice,stop,2021-07-30 04:37:35,Asia/Pyongyang,TRUE,FireTV,hotstar,1.2,Davanagere,FireTV,Android,Yes,Mobile,86.89619754,Movie,,,HLS,Widevine,Cloudfront,Akamai,,7.6,480p,00:25,02:43,554gG-O77V5-4d3dV-MB7Mk,01:52,5209
oliverwillie,play,2021-02-06 09:17:23,Asia/Samarkand,TRUE,FireTV,hotstar,6.9,Ranchi,FireTV,Android,Yes,DSL,59.34027844,Movie,,,HLS,Widevine,Cloudfront,Akamai,,8.2,2K,01:53,01:58,035aG-w51Y8-5j2iA-ag3HU,01:53,41
fjones,play,2021-01-22 13:11:12,Asia/Tashkent,TRUE,Browser,hotstar,5.7,Jaunpur,PC/Laptop,Linux/Unix,Yes,Mobile,93.52707042,Series,,,HLS,Widevine,Cloudfront,Akamai,,5,4K,00:01,00:24,153AT-f14p9-9C4SI-Hw2pv,00:21,1225
alexis32,stop,2021-09-25 14:26:35,Asia/Urumqi,TRUE,Android,sonyliv,5,Hosur,Android TV,Android,No,Mobile,37.40259934,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,5.6,2K,00:21,02:15,557pC-j44U1-5B1Jz-XP4Yq,00:51,1821
doughertycarrie,play,2021-04-08 03:19:40,Atlantic/Reykjavik,FALSE,Browser,sonyliv,6.2,Gangtok,PC/Laptop,Windows,No,DSL,25.05637367,Series,,,HLS,PlayReady,Cloudfront,Cloudfront,,9.2,480p,00:18,00:31,404HC-H36R7-8B1Kt-KS1tc,00:26,438
davidsonmichelle,skip,2021-09-30 18:15:48,Africa/Malabo,FALSE,Browser,sonyliv,3.8,Karnal,PC/Laptop,Windows,Yes,Mobile,18.12386472,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,5.8,480p,00:53,01:29,637SZ-G65f3-7r0hZ-Mx5ye,01:26,1991
oliverwillie,stop,2021-06-26 07:44:51,America/Asuncion,TRUE,Browser,sonyliv,5.1,Gurgaon,PC/Laptop,MacOS,No,Mobile,64.04113995,Documentary,,,DASH,PlayReady,Akamai,Akamai,,6.2,480p,01:03,01:10,645HT-r49L9-6u5Ne-AU4Bk,01:08,337
scottmckee,skip,2021-10-25 22:34:21,Europe/Zagreb,TRUE,iOS,sonyliv,6.3,Muzaffarpur,iPad,iOS,Yes,DSL,72.16285483,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,6.6,720p,00:31,01:08,668Kr-I25M6-3q3MO-Cz2js,01:02,1810
carlsonwayne,stop,2021-02-08 11:46:23,Atlantic/Canary,FALSE,Browser,sonyliv,6.1,Berhampore,PC/Laptop,MacOS,No,Mobile,12.45951583,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,8.8,480p,00:40,01:22,631Bs-V74I2-9O3rV-Nb6qU,01:07,1612
michaelnavarro,skip,2021-01-20 21:37:59,Europe/Warsaw,TRUE,iOS,hotstar,3.4,Panvel,iPad,iOS,Yes,DSL,51.0876144,Movie,,,HLS,Widevine,Akamai,Cloudfront,,5.3,720p,00:05,02:22,384Ov-p99h1-2b7lG-vL0To,02:18,8005
gchavez,stop,2021-10-10 19:12:04,Pacific/Palau,FALSE,Browser,hotstar,4.9,Pallavaram,PC/Laptop,Linux/Unix,Yes,Mobile,22.55792972,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,6.3,480p,01:17,02:58,466xz-r46S2-7P0HJ-UP6YX,02:05,2844
kimberly77,stop,2021-03-10 18:45:29,America/Sao_Paulo,TRUE,Android,sonyliv,1,"Khora, Ghaziabad",Android TV,Android,Yes,DSL,94.40989018,Documentary,,,HLS,Widevine,Akamai,Akamai,,5.2,1080p,00:24,01:12,594dN-b75i5-8m6il-iC5Vw,00:42,1095
frank08,skip,2021-09-18 04:12:57,America/Port_of_Spain,FALSE,Android,sonyliv,3.6,Kamarhati,Android Phone,Android,Yes,Mobile,14.84394766,Series,,,DASH,Widevine,Akamai,Cloudfront,,8.4,480p,00:15,00:27,619rS-I84k5-5X4PW-mc4WJ,00:22,416
dawn80,stop,2021-10-22 03:39:07,America/Santo_Domingo,TRUE,iOS,sonyliv,3.5,Chandigarh,iPhone,iOS,No,Mobile,87.09314279,Series,,,DASH,Widevine,Akamai,Akamai,,6.7,720p,00:41,00:58,727wN-q65L6-7m7Es-yu4Kk,00:52,667
roblesjustin,pause,2021-01-16 02:27:09,Asia/Damascus,TRUE,iOS,sonyliv,5.4,Jalna,iPhone,iOS,No,Mobile,84.82083618,Movie,,,HLS,Widevine,Akamai,Cloudfront,,9.7,1080p,02:07,02:19,360dz-V75k8-6s5ep-KG9yr,02:18,655
jamie50,skip,2021-04-08 21:14:10,Pacific/Kiritimati,TRUE,FireTV,hotstar,6.9,Pali,FireTV,Android,No,Mobile,31.52666176,Movie,,,HLS,Widevine,Akamai,Akamai,,6.4,720p,01:56,02:53,168nO-L31x6-9U5Io-Ye2iO,02:31,2079
jordan68,stop,2021-09-16 10:26:24,Australia/Hobart,FALSE,iOS,hotstar,4.2,Tezpur,iPhone,iOS,Yes,DSL,46.61878863,Documentary,,,HLS,PlayReady,Akamai,Cloudfront,,9.4,480p,00:06,01:12,440oM-k83k5-0N2Bz-xC3Iq,00:11,298
margaret15,play,2021-10-13 07:51:02,America/Barbados,TRUE,FireTV,sonyliv,3.3,Hapur,FireTV,Android,Yes,Mobile,66.80464481,Movie,,,HLS,PlayReady,Akamai,Akamai,,7.3,480p,01:50,02:01,472lg-k22W1-8F9fq-it1gA,01:55,326
grogers,play,2021-05-03 20:55:12,Asia/Kuala_Lumpur,TRUE,Android,sonyliv,2,Berhampore,Android TV,Android,No,DSL,63.05472498,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,7.4,480p,01:29,02:29,581RA-l11A0-3b8qV-BA2el,02:10,2464
hardinjennifer,stop,2021-08-23 21:46:53,Asia/Magadan,FALSE,FireTV,sonyliv,1.4,Haridwar,FireTV,Android,No,Mobile,55.98552845,Movie,,,DASH,PlayReady,Akamai,Cloudfront,,5.4,1080p,01:48,02:52,704fa-P91u0-2u0na-oh1ec,02:32,2639
morsebrandon,stop,2021-09-15 12:49:30,Europe/Skopje,FALSE,Browser,sonyliv,6,Ongole,PC/Laptop,MacOS,Yes,DSL,47.02480591,Series,,,HLS,PlayReady,Cloudfront,Cloudfront,,10,720p,00:16,00:49,120bw-y19D9-9M2yq-WL5sZ,00:33,1050
srussell,stop,2021-03-06 23:06:28,Africa/Gaborone,FALSE,Android,hotstar,1.9,Bettiah[30],Android Phone,Android,Yes,Mobile,26.26738975,Movie,,,HLS,PlayReady,Akamai,Akamai,,9.3,480p,00:46,02:21,684bd-T36n1-9r1NT-YT3dR,02:07,4863
fhenry,skip,2021-04-30 10:06:27,Asia/Gaza,TRUE,Android,hotstar,4.8,Rajpur Sonarpur,Android Phone,Android,Yes,DSL,35.98795081,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,9.2,480p,00:59,02:11,667Er-O89g1-0Q9vC-lW2na,01:36,2225
byrdmichael,play,2021-07-31 05:53:15,Africa/Malabo,TRUE,Android,sonyliv,4.9,Munger,Android Phone,Android,No,DSL,65.37556531,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,6.6,480p,01:13,01:17,778HP-m06M2-2M0yF-zI9Pg,01:17,224
iwright,play,2021-10-03 22:22:11,Africa/Ouagadougou,FALSE,Android,hotstar,6.1,Gorakhpur,Android TV,Android,Yes,Mobile,99.4525335,Movie,,,HLS,Widevine,Cloudfront,Akamai,,8.5,720p,01:02,02:26,843xc-p04P5-3v0om-AS3OX,01:33,1893
aguilarkim,stop,2021-07-09 14:04:12,Pacific/Nauru,FALSE,Android,sonyliv,4.6,Tiruchirappalli[10],Android Phone,Android,Yes,Mobile,43.43320945,Movie,,,DASH,PlayReady,Cloudfront,Akamai,,5.9,480p,02:23,03:06,089Vu-d43v2-0z0rb-op2IE,02:57,2051
calebanderson,play,2021-05-01 16:14:13,Asia/Saigon,TRUE,FireTV,sonyliv,4.2,Jaipur,FireTV,Android,Yes,Mobile,91.00358379,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,8.4,1080p,00:36,01:00,165mE-E92g5-1i2wQ-EE1vf,00:52,939
davidsonmichelle,pause,2021-05-08 01:44:10,Asia/Singapore,FALSE,FireTV,sonyliv,2.7,Kolkata,FireTV,Android,No,Mobile,10.26300297,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,5.1,480p,00:40,01:04,158JB-f61W8-8U7WX-ZH3Cq,00:55,887
fisheralexander,skip,2021-01-10 14:52:53,Asia/Gaza,FALSE,Android,hotstar,1,Ajmer,Android Phone,Android,Yes,Mobile,27.02629065,Movie,,,DASH,Widevine,Akamai,Akamai,,9.2,480p,00:41,02:18,815sx-p73A8-5k7mY-LI3LU,01:36,3285
uknapp,skip,2021-05-31 07:12:25,Europe/London,FALSE,Android,hotstar,1.4,"Khora, Ghaziabad",Android TV,Android,No,Mobile,39.50074166,Movie,,,DASH,PlayReady,Cloudfront,Cloudfront,,6.7,720p,01:38,02:40,371Xm-v66e9-8X5Gx-LD4JH,02:36,3503
robin41,stop,2021-06-12 14:47:11,Asia/Ashgabat,TRUE,Android,sonyliv,5.8,Dhanbad,Android Phone,Android,No,Mobile,95.99990834,Movie,,,HLS,Widevine,Cloudfront,Cloudfront,,7.9,480p,01:36,03:11,914er-v53Y7-5E9tu-Su2mw,01:49,749
opena,pause,2021-04-11 11:58:59,Pacific/Chatham,FALSE,Android,hotstar,6.3,Anantnag,Android Phone,Android,No,DSL,90.10966462,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,5,480p,00:21,02:03,123pk-g16v6-5n6dv-Eh9Fh,00:46,1463
jacquelinesmith,pause,2021-07-26 15:43:20,America/Guayaquil,TRUE,FireTV,hotstar,3.7,Guntakal,FireTV,Android,Yes,DSL,70.13988156,Documentary,,,HLS,PlayReady,Akamai,Akamai,,7.8,1080p,00:37,01:27,517Ci-F54A5-9T3UH-wr2YU,01:22,2705
douglas42,play,2021-05-15 09:15:24,Africa/Libreville,TRUE,FireTV,hotstar,3.3,Vijayawada,FireTV,Android,Yes,DSL,27.80335931,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,6.4,480p,01:48,02:35,463tB-u91o6-9Q3Xy-Bf0Dn,02:32,2652
maldonadodonald,pause,2021-01-15 17:12:18,Asia/Riyadh,FALSE,iOS,sonyliv,5.1,Amroha,Apple TV,iOS,Yes,Mobile,39.10392056,Documentary,,,HLS,Widevine,Akamai,Akamai,,5.5,720p,01:15,01:27,141YR-C76J2-0L6Qf-gm8vm,01:27,736
jackie83,pause,2021-04-05 15:40:48,Pacific/Port_Moresby,TRUE,iOS,hotstar,4.9,Ramgarh,iPad,iOS,Yes,Mobile,32.16760802,Movie,,,HLS,Widevine,Akamai,Akamai,,5.6,480p,01:10,02:28,182TL-O79C4-7t1PT-IO2rc,01:30,1203
brittanywilliams,play,2021-07-02 10:16:30,Asia/Singapore,TRUE,Android,hotstar,6.1,Ludhiana,Android TV,Android,Yes,DSL,23.54686226,Documentary,,,HLS,PlayReady,Cloudfront,Cloudfront,,6.6,1080p,01:04,01:09,581ET-E89c1-3Z3wn-xR8Ri,01:07,189
iwright,stop,2021-03-20 07:44:42,Europe/Belgrade,FALSE,Android,sonyliv,5.6,Fatehpur,Android Phone,Android,No,DSL,38.11219159,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,9.1,480p,00:23,00:34,300jK-f62t3-5x2xa-Od9zO,00:28,281
mckayrobert,play,2021-08-10 06:20:54,Asia/Brunei,TRUE,Browser,hotstar,4.5,Visakhapatnam[4],PC/Laptop,Linux/Unix,Yes,DSL,74.2474304,Movie,,,HLS,Widevine,Cloudfront,Cloudfront,,9.1,2K,01:23,03:14,771Sj-C35g4-5w7qX-sU3tq,02:18,3289
brent43,skip,2021-04-09 00:12:44,Africa/Dar_es_Salaam,TRUE,Android,sonyliv,1.6,Panchkula,Android Phone,Android,No,DSL,50.50632307,Series,,,HLS,PlayReady,Akamai,Cloudfront,,8.2,2K,00:02,00:27,570xG-m16K0-8v3wL-TY5gE,00:24,1342
devincole,play,2021-04-07 00:14:42,Africa/Dakar,FALSE,Android,hotstar,2,Navi Mumbai,Android Phone,Android,Yes,Mobile,55.46079822,Movie,,,HLS,Widevine,Cloudfront,Akamai,,5.1,480p,00:07,02:53,384pK-D13X9-3N4Ou-sK2QR,01:26,4727
